Timestamp,Cycle,SubCycle,Row,Col,Unit_ID,LED,Action,Status,Value,Response_ms,Details
2026-04-20 11:00:27.487,0,0,,,,,CONNECT,OK,,,192.168.6.133
2026-04-20 11:00:27.520,1,0,,,,,CYCLE_START,INFO,,,
2026-04-20 11:00:27.521,1,0,,,,,PHASE_1.1_START,INFO,,,
2026-04-20 11:00:27.557,1,1,1,1,11,1,WRITE_RGB,OK,"(127,255,0)",35.4,
2026-04-20 11:00:27.636,1,1,1,1,11,1,LED_LATCH_ON,OK,1021,26.7,
2026-04-20 11:00:27.713,1,1,1,1,11,1,READ_LATCH,OK,4,25.7,
2026-04-20 11:00:28.369,1,2,1,2,12,5,WRITE_RGB,OK,"(255,95,0)",54.1,
2026-04-20 11:00:28.484,1,2,1,2,12,5,LED_LATCH_ON,OK,1025,63.4,
2026-04-20 11:00:28.603,1,2,1,2,12,5,READ_LATCH,OK,5,60.9,
2026-04-20 11:00:29.254,1,3,1,3,13,3,WRITE_RGB,OK,"(223,0,255)",49.7,
2026-04-20 11:00:29.335,1,3,1,3,13,3,LED_LATCH_ON,OK,1023,29.7,
2026-04-20 11:00:29.416,1,3,1,3,13,3,READ_LATCH,OK,5,28.7,
2026-04-20 11:00:30.066,1,4,1,4,14,6,WRITE_RGB,OK,"(31,255,0)",47.1,
2026-04-20 11:00:30.199,1,4,1,4,14,6,LED_LATCH_ON,OK,1026,68.0,
2026-04-20 11:00:30.310,1,4,1,4,14,6,READ_LATCH,OK,6,60.5,
2026-04-20 11:00:30.960,1,5,1,5,15,2,WRITE_RGB,OK,"(255,0,0)",46.7,
2026-04-20 11:00:31.041,1,5,1,5,15,2,LED_LATCH_ON,OK,1022,28.5,
2026-04-20 11:00:31.120,1,5,1,5,15,2,READ_LATCH,OK,7,27.1,
2026-04-20 11:00:31.772,1,6,1,6,16,6,WRITE_RGB,OK,"(0,159,255)",45.7,
2026-04-20 11:00:31.892,1,6,1,6,16,6,LED_LATCH_ON,OK,1026,66.5,
2026-04-20 11:00:31.977,1,6,1,6,16,6,READ_LATCH,OK,8,33.5,
2026-04-20 11:00:32.626,1,7,1,7,17,1,WRITE_RGB,OK,"(255,0,95)",46.6,
2026-04-20 11:00:32.742,1,7,1,7,17,1,LED_LATCH_ON,OK,1021,63.0,
2026-04-20 11:00:32.822,1,7,1,7,17,1,READ_LATCH,OK,9,27.9,
2026-04-20 11:00:33.471,1,8,1,8,18,7,WRITE_RGB,OK,"(0,255,159)",47.2,
2026-04-20 11:00:33.551,1,8,1,8,18,7,LED_LATCH_ON,OK,1027,28.4,
2026-04-20 11:00:33.631,1,8,1,8,18,7,READ_LATCH,OK,10,29.6,
