Timestamp,Cycle,SubCycle,Row,Col,Unit_ID,LED,Action,Status,Value,Response_ms,Details
2026-04-20 10:46:38.506,0,0,,,,,CONNECT,OK,,,192.168.6.133
2026-04-20 10:46:38.507,1,0,,,,,CYCLE_START,INFO,,,
2026-04-20 10:46:38.643,1,1,1,1,11,2,WRITE_RGB,OK,"(0,255,159)",134.9,
2026-04-20 10:46:38.692,1,1,1,1,11,2,LED_LATCH_ON,OK,1022,27.7,
2026-04-20 10:46:38.746,1,1,1,1,11,2,READ_LATCH,OK,4088,27.5,
2026-04-20 10:46:38.848,1,1,1,1,11,2,LED_OFF,OK,1002,80.1,
2026-04-20 10:46:39.461,1,2,1,2,12,2,WRITE_RGB,OK,"(0,159,255)",111.5,
2026-04-20 10:46:39.564,1,2,1,2,12,2,LED_LATCH_ON,OK,1022,81.5,
2026-04-20 10:46:39.666,1,2,1,2,12,2,READ_LATCH,OK,4090,80.4,
2026-04-20 10:46:39.718,1,2,1,2,12,2,LED_OFF,OK,1002,30.6,
2026-04-20 10:46:40.384,1,3,1,3,13,8,WRITE_RGB,OK,"(31,0,255)",165.2,
2026-04-20 10:46:40.448,1,3,1,3,13,8,LED_LATCH_ON,OK,1028,42.8,
2026-04-20 10:46:40.592,1,3,1,3,13,8,READ_LATCH,OK,4096,122.9,
2026-04-20 10:46:40.690,1,3,1,3,13,8,LED_OFF,OK,1008,76.5,
2026-04-20 10:46:41.305,1,4,1,4,14,2,WRITE_RGB,OK,"(0,63,255)",112.4,
2026-04-20 10:46:41.408,1,4,1,4,14,2,LED_LATCH_ON,OK,1022,81.1,
2026-04-20 10:46:41.509,1,4,1,4,14,2,READ_LATCH,OK,4091,80.3,
2026-04-20 10:46:41.612,1,4,1,4,14,2,LED_OFF,OK,1002,81.7,
2026-04-20 10:46:42.226,1,5,1,5,15,6,WRITE_RGB,OK,"(223,255,0)",111.5,
2026-04-20 10:46:42.274,1,5,1,5,15,6,LED_LATCH_ON,OK,1026,26.3,
